Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
L_roller_guide_4,-0.0152816430651445,1.00956016035707E-07,5.83939974950487E-08,0,0,0,0.00548600551490149,3.45431897162313E-07,4.08773506333681E-12,1.95041766129595E-12,4.82662296866073E-07,-1.11602237625206E-08,5.92632282136681E-07,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_guide_4.STL,0.92156862745098,0.92156862745098,0.92156862745098,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_guide_4.STL,,217-2799-002 Rev1_13-5;217-2586-005 Rev2_25-10;217-2586-005 Rev2_25-9,tf_roller_guide_4,Axis15,L_roller_guide_joint_4,fixed,0.0699885893568006,0.000101600011208113,0.00806079552764024,-0.785398163397448,0,0,L_wheel,0,0,0,,,,,,,,,,,,
L_pin_4,6.93889390390723E-18,8.67361737988404E-19,1.04083408558608E-17,0,0,0,0.00969526908824346,3.09307788698156E-06,-1.1281721146623E-24,3.82706724546997E-21,3.09307788698156E-06,1.02570395956575E-22,3.0297715900761E-08,0,0,0,0,0,0,package://mecanum_left/meshes/L_pin_4.STL,0.745098039215686,0.737254901960784,0.729411764705882,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_pin_4.STL,,217-2586-007 Rev1_13-5,tf_pin_4,Axis15,L_pin_joint_4,fixed,-0.0077317,0,0,0,0,-3.1416,L_roller_guide_4,0,0,0,,,,,,,,,,,,
L_roller_7,-2.08166817117217E-17,5.20417042793042E-18,0.000416829972399616,0,0,0,0.0124720328640106,1.26279248537289E-06,-1.03907486090325E-22,-1.35398820454622E-22,1.26279248537289E-06,2.64697796016969E-22,1.00773272643874E-06,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_7.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_7.STL,,217-2586-004 Rev1_26-10;217-2586-003 Rev2_25-10,tf_roller_7,Axis15,L_roller_joint_7,continuous,0,0,0.0156196913662186,0,0,3.14159265358979,L_pin_4,0,0,1,,,,,,,,,,,,
L_roller_8,-6.93889390390723E-18,-5.20417042793042E-18,-0.000416829972399611,0,0,0,0.0124720328640106,1.26279248537289E-06,5.75449124686834E-23,4.29199262081781E-22,1.26279248537289E-06,5.29395592033938E-23,1.00773272643874E-06,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_8.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_8.STL,,217-2586-004 Rev1_26-9;217-2586-003 Rev2_25-9,tf_roller_8,Axis15,L_roller_joint_8,continuous,0,0,-0.0156196913662186,0,0,0,L_pin_4,0,0,1,,,,,,,,,,,,
L_roller_guide_5,-0.0106582139472456,0.0109513075519204,5.72573524452655E-08,0,0,0,0.00548600824331328,4.15911240368736E-07,6.8589816941201E-08,-7.99635268343451E-09,4.1218304082161E-07,-7.78514199934924E-09,5.92632373770196E-07,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_guide_5.STL,0.92156862745098,0.92156862745098,0.92156862745098,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_guide_5.STL,,217-2799-002 Rev1_13-6;217-2586-005 Rev2_25-12;217-2586-005 Rev2_25-11,tf_roller_guide_5,Axis18,L_roller_guide_joint_5,fixed,0.0566816771902021,-0.0410560645169854,0.00806079552764026,-0.609016918760798,0.53138965166035,0,L_wheel,0,0,0,,,,,,,,,,,,
L_pin_5,0,6.93889390390723E-18,8.67361737988404E-18,0,0,0,0.00969526908824346,3.09307788698156E-06,3.17637355220363E-22,-2.5886617269847E-21,3.09307788698156E-06,-5.43871252753616E-21,3.02977159007607E-08,0,0,0,0,0,0,package://mecanum_left/meshes/L_pin_5.STL,0.745098039215686,0.737254901960784,0.729411764705882,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_pin_5.STL,,217-2586-007 Rev1_13-6,tf_pin_5,Axis18,L_pin_joint_5,fixed,-0.00539255628362016,0.00554077766312637,0,0,0,2.81722006851509,L_roller_guide_5,0,0,0,,,,,,,,,,,,
L_roller_9,1.38777878078145E-17,0,0.000416829972399599,0,0,0,0.0124720328640106,1.26279248537273E-06,-5.29395592033938E-23,-3.52048068702569E-21,1.26279248537273E-06,-3.17637355220363E-22,1.00773272643841E-06,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_9.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_9.STL,,217-2586-004 Rev1_26-12;217-2586-003 Rev2_25-12,tf_roller_9,Axis18,L_roller_joint_9,continuous,0,0,0.01562,0,0,-2.8172,L_pin_5,0,0,1,,,,,,,,,,,,
L_roller_10,6.93889390390723E-18,6.93889390390723E-18,-0.000416829972399401,0,0,0,0.0124720328640107,1.26279248537402E-06,1.32348898008484E-22,-4.18222517706811E-21,1.26279248537402E-06,-5.29395592033938E-23,1.00773272644091E-06,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_10.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_10.STL,,217-2586-004 Rev1_26-11;217-2586-003 Rev2_25-11,tf_roller_10,Axis18,L_roller_joint_10,continuous,0,0,-0.0156196913662186,0,0,-2.81722006851509,L_pin_5,0,0,1,,,,,,,,,,,,
L_roller_guide_6,-0.00342174955600568,0.0148936280091876,5.5486377876883E-08,0,0,0,0.0054860063834593,4.75783450382942E-07,2.99443813960062E-08,-1.08764763285655E-08,3.52310805860565E-07,-2.50087112667807E-09,5.92632220360205E-07,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_guide_6.STL,0.92156862745098,0.92156862745098,0.92156862745098,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_guide_6.STL,,217-2799-002 Rev1_13-7;217-2586-005 Rev2_25-14;217-2586-005 Rev2_25-13,tf_roller_guide_6,Axis19,L_roller_guide_joint_6,fixed,0.0217242908762959,-0.0665317078439989,0.00806079552764025,-0.220285273854753,0.760317792510812,0,L_wheel,0,0,0,,,,,,,,,,,,
L_pin_6,3.46944695195361E-18,0,2.60208521396521E-18,0,0,0,0.00969526908824347,3.09307788698156E-06,-1.32348898008484E-22,-2.99852972050473E-21,3.09307788698156E-06,2.54358038360056E-23,3.02977159007607E-08,0,0,0,0,0,0,package://mecanum_left/meshes/L_pin_6.STL,0.745098039215686,0.737254901960784,0.729411764705882,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_pin_6.STL,,217-2586-007 Rev1_13-7,tf_pin_6,Axis19,L_pin_joint_6,fixed,-0.00173128446265379,0.00753541866743881,0,0,0,0,L_roller_guide_6,0,0,0,,,,,,,,,,,,
L_roller_11,6.93889390390723E-18,0,0.000416829972399609,0,0,0,0.0124720328640106,1.26279248537287E-06,1.32348898008484E-23,-5.29395592033938E-22,1.26279248537287E-06,-6.74979379843271E-21,1.00773272643869E-06,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_11.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_11.STL,,217-2586-004 Rev1_26-14;217-2586-003 Rev2_25-14,tf_roller_11,Axis19,L_roller_joint_11,continuous,0,0,0.0156196913662186,0,0,0,L_pin_6,0,0,1,,,,,,,,,,,,
L_roller_12,0,6.93889390390723E-18,-0.000416829972400289,0,0,0,0.0124720328640106,1.2627924853726E-06,0,-7.41153828847513E-22,1.2627924853726E-06,-5.68438516946441E-21,1.00773272643869E-06,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_12.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://mecanum_left/meshes/L_roller_12.STL,,217-2586-004 Rev1_26-13;217-2586-003 Rev2_25-13,tf_roller_12,Axis19,L_roller_joint_12,continuous,0,0,-0.0156196913662186,0,0,0,L_pin_6,0,0,1,,,,,,,,,,,,
